pair_index,time_s,flow_rate_m3_s,flow_rate_L_s
7.223000000000000000e+03,3.612000000000000210e-01,2.471098409462062911e-03,2.471098409462062939e+00
7.224000000000000000e+03,3.612500000000000155e-01,2.469575911914426245e-03,2.469575911914426047e+00
7.225000000000000000e+03,3.613000000000000100e-01,2.456728302681804137e-03,2.456728302681804088e+00
7.226000000000000000e+03,3.613500000000000045e-01,2.477959917984512688e-03,2.477959917984512650e+00
7.227000000000000000e+03,3.613999999999999990e-01,2.492951325039161146e-03,2.492951325039161059e+00
7.228000000000000000e+03,3.614499999999999935e-01,2.497203183089382553e-03,2.497203183089382605e+00
7.229000000000000000e+03,3.614999999999999880e-01,2.534416824626862293e-03,2.534416824626862130e+00
7.230000000000000000e+03,3.615500000000000380e-01,2.549412710466295202e-03,2.549412710466295362e+00
7.231000000000000000e+03,3.616000000000000325e-01,2.570279675664975758e-03,2.570279675664975727e+00
7.232000000000000000e+03,3.616500000000000270e-01,2.649230972342000133e-03,2.649230972342000001e+00
7.233000000000000000e+03,3.617000000000000215e-01,2.645811374119910481e-03,2.645811374119910298e+00
7.234000000000000000e+03,3.617500000000000160e-01,2.665794411647812168e-03,2.665794411647812279e+00
7.235000000000000000e+03,3.618000000000000105e-01,2.662008925233558167e-03,2.662008925233558365e+00
7.236000000000000000e+03,3.618500000000000050e-01,2.659891215521367844e-03,2.659891215521367869e+00
7.237000000000000000e+03,3.618999999999999995e-01,2.667433756720337737e-03,2.667433756720337890e+00
7.238000000000000000e+03,3.619499999999999940e-01,2.641519099004736425e-03,2.641519099004736582e+00
7.239000000000000000e+03,3.619999999999999885e-01,2.648440509251798452e-03,2.648440509251798414e+00
7.240000000000000000e+03,3.620500000000000385e-01,2.652233277931848911e-03,2.652233277931848932e+00
7.241000000000000000e+03,3.621000000000000330e-01,2.648929937891127996e-03,2.648929937891128183e+00
7.242000000000000000e+03,3.621500000000000274e-01,2.652516276054514479e-03,2.652516276054514677e+00
7.243000000000000000e+03,3.622000000000000219e-01,2.685072787091259076e-03,2.685072787091259183e+00
7.244000000000000000e+03,3.622500000000000164e-01,2.671676287754250548e-03,2.671676287754250367e+00
7.245000000000000000e+03,3.623000000000000109e-01,2.666578626124151401e-03,2.666578626124151530e+00
7.246000000000000000e+03,3.623500000000000054e-01,2.621225397070467249e-03,2.621225397070467089e+00
7.247000000000000000e+03,3.623999999999999999e-01,2.622162342312896275e-03,2.622162342312896133e+00
7.248000000000000000e+03,3.624499999999999944e-01,2.627190861707229610e-03,2.627190861707229708e+00
7.249000000000000000e+03,3.624999999999999889e-01,2.633946060216882986e-03,2.633946060216882934e+00
7.250000000000000000e+03,3.625500000000000389e-01,2.632611540180547407e-03,2.632611540180547216e+00
7.251000000000000000e+03,3.626000000000000334e-01,2.657277726849979066e-03,2.657277726849978983e+00
7.252000000000000000e+03,3.626500000000000279e-01,2.653247496563567245e-03,2.653247496563567065e+00
7.253000000000000000e+03,3.627000000000000224e-01,2.639321020005729306e-03,2.639321020005729324e+00
7.254000000000000000e+03,3.627500000000000169e-01,2.686334061491188734e-03,2.686334061491188585e+00
7.255000000000000000e+03,3.628000000000000114e-01,2.671500701308738342e-03,2.671500701308738179e+00
7.256000000000000000e+03,3.628500000000000059e-01,2.668141938680986848e-03,2.668141938680987035e+00
7.257000000000000000e+03,3.629000000000000004e-01,2.649101153954820306e-03,2.649101153954820376e+00
7.258000000000000000e+03,3.629499999999999948e-01,2.647604103501885030e-03,2.647604103501885131e+00
7.259000000000000000e+03,3.629999999999999893e-01,2.646454884271003116e-03,2.646454884271002950e+00
7.260000000000000000e+03,3.630500000000000393e-01,2.652181885609149799e-03,2.652181885609149692e+00
7.261000000000000000e+03,3.631000000000000338e-01,2.655102301393268312e-03,2.655102301393268416e+00
7.262000000000000000e+03,3.631500000000000283e-01,2.652375116452358825e-03,2.652375116452359016e+00
7.263000000000000000e+03,3.632000000000000228e-01,2.646859497409472222e-03,2.646859497409472350e+00
7.264000000000000000e+03,3.632500000000000173e-01,2.635801255890157270e-03,2.635801255890157346e+00
7.265000000000000000e+03,3.633000000000000118e-01,2.641927289772613967e-03,2.641927289772613818e+00
7.266000000000000000e+03,3.633500000000000063e-01,2.655975795618392005e-03,2.655975795618391810e+00
7.267000000000000000e+03,3.634000000000000008e-01,2.636480922337413550e-03,2.636480922337413713e+00
7.268000000000000000e+03,3.634499999999999953e-01,2.648107249284920636e-03,2.648107249284920695e+00
7.269000000000000000e+03,3.634999999999999898e-01,2.692856777705198400e-03,2.692856777705198379e+00
7.270000000000000000e+03,3.635499999999999843e-01,2.664561901210710411e-03,2.664561901210710460e+00
7.271000000000000000e+03,3.636000000000000343e-01,2.659234098080488079e-03,2.659234098080488273e+00
7.272000000000000000e+03,3.636500000000000288e-01,2.670872386261125865e-03,2.670872386261125886e+00
7.273000000000000000e+03,3.637000000000000233e-01,2.665718747771769932e-03,2.665718747771769870e+00
7.274000000000000000e+03,3.637500000000000178e-01,2.667847819766103624e-03,2.667847819766103523e+00
7.275000000000000000e+03,3.638000000000000123e-01,2.669373423119552474e-03,2.669373423119552502e+00
7.276000000000000000e+03,3.638500000000000068e-01,2.601871008983610255e-03,2.601871008983610345e+00
7.277000000000000000e+03,3.639000000000000012e-01,2.596344325346784231e-03,2.596344325346784387e+00
7.278000000000000000e+03,3.639499999999999957e-01,2.595747251595689406e-03,2.595747251595689420e+00
7.279000000000000000e+03,3.639999999999999902e-01,2.581831346397478986e-03,2.581831346397478910e+00
7.280000000000000000e+03,3.640499999999999847e-01,2.574730746859257065e-03,2.574730746859256847e+00
7.281000000000000000e+03,3.641000000000000347e-01,2.636360366774451441e-03,2.636360366774451514e+00
7.282000000000000000e+03,3.641500000000000292e-01,2.655547418617969571e-03,2.655547418617969502e+00
7.283000000000000000e+03,3.642000000000000237e-01,2.684821531538719285e-03,2.684821531538719164e+00
7.284000000000000000e+03,3.642500000000000182e-01,2.657865261163978171e-03,2.657865261163978143e+00
7.285000000000000000e+03,3.643000000000000127e-01,2.677585116875533678e-03,2.677585116875533799e+00
7.286000000000000000e+03,3.643500000000000072e-01,2.663877203308697393e-03,2.663877203308697261e+00
7.287000000000000000e+03,3.644000000000000017e-01,2.662360960385881832e-03,2.662360960385881992e+00
7.288000000000000000e+03,3.644499999999999962e-01,2.646783644607703795e-03,2.646783644607703767e+00
7.289000000000000000e+03,3.644999999999999907e-01,2.651094282124824911e-03,2.651094282124824897e+00
7.290000000000000000e+03,3.645499999999999852e-01,2.639573357126861163e-03,2.639573357126861364e+00
7.291000000000000000e+03,3.646000000000000352e-01,2.668283302887006301e-03,2.668283302887006325e+00
7.292000000000000000e+03,3.646500000000000297e-01,2.660072825087503832e-03,2.660072825087503645e+00
7.293000000000000000e+03,3.647000000000000242e-01,2.661342806186423309e-03,2.661342806186423271e+00
7.294000000000000000e+03,3.647500000000000187e-01,2.662556887297276836e-03,2.662556887297276909e+00
7.295000000000000000e+03,3.648000000000000131e-01,2.701043365519397929e-03,2.701043365519397721e+00
7.296000000000000000e+03,3.648500000000000076e-01,2.706155905020352515e-03,2.706155905020352304e+00
7.297000000000000000e+03,3.649000000000000021e-01,2.722550581059046161e-03,2.722550581059046237e+00
7.298000000000000000e+03,3.649499999999999966e-01,2.683627799369922313e-03,2.683627799369922240e+00
7.299000000000000000e+03,3.649999999999999911e-01,2.659502565654144838e-03,2.659502565654144668e+00
7.300000000000000000e+03,3.650499999999999856e-01,2.661436690739521667e-03,2.661436690739521715e+00
7.301000000000000000e+03,3.651000000000000356e-01,2.664452246689834672e-03,2.664452246689834602e+00
7.302000000000000000e+03,3.651500000000000301e-01,2.734990609514367874e-03,2.734990609514367677e+00
7.303000000000000000e+03,3.652000000000000246e-01,2.733160174062126361e-03,2.733160174062126302e+00
7.304000000000000000e+03,3.652500000000000191e-01,2.732549626741885736e-03,2.732549626741885618e+00
7.305000000000000000e+03,3.653000000000000136e-01,2.728582995219296092e-03,2.728582995219296148e+00
7.306000000000000000e+03,3.653500000000000081e-01,2.731900102592782573e-03,2.731900102592782709e+00
7.307000000000000000e+03,3.654000000000000026e-01,2.729276827292019710e-03,2.729276827292019814e+00
7.308000000000000000e+03,3.654499999999999971e-01,2.778173191579869691e-03,2.778173191579869528e+00
7.309000000000000000e+03,3.654999999999999916e-01,2.781048036088653707e-03,2.781048036088653586e+00
7.310000000000000000e+03,3.655499999999999861e-01,2.777511230547550104e-03,2.777511230547550003e+00
7.311000000000000000e+03,3.656000000000000361e-01,2.825616083051767265e-03,2.825616083051767369e+00
7.312000000000000000e+03,3.656500000000000306e-01,2.818038507028137064e-03,2.818038507028136852e+00
7.313000000000000000e+03,3.657000000000000250e-01,2.806978698546095004e-03,2.806978698546095163e+00
7.314000000000000000e+03,3.657500000000000195e-01,2.799422638780315296e-03,2.799422638780315165e+00
7.315000000000000000e+03,3.658000000000000140e-01,2.798684656677074330e-03,2.798684656677074223e+00
7.316000000000000000e+03,3.658500000000000085e-01,2.781243139317764439e-03,2.781243139317764346e+00
7.317000000000000000e+03,3.659000000000000030e-01,2.770413266839900218e-03,2.770413266839900412e+00
7.318000000000000000e+03,3.659499999999999975e-01,2.765101997498453038e-03,2.765101997498453201e+00
7.319000000000000000e+03,3.659999999999999920e-01,2.750924990467266875e-03,2.750924990467266795e+00
7.320000000000000000e+03,3.660499999999999865e-01,2.734861694899941732e-03,2.734861694899941575e+00
7.321000000000000000e+03,3.661000000000000365e-01,2.767476648470186019e-03,2.767476648470185818e+00
7.322000000000000000e+03,3.661500000000000310e-01,2.762010623514941574e-03,2.762010623514941532e+00
7.323000000000000000e+03,3.662000000000000255e-01,2.751720952263413122e-03,2.751720952263413178e+00
7.324000000000000000e+03,3.662500000000000200e-01,2.767047939319569518e-03,2.767047939319569494e+00
7.325000000000000000e+03,3.663000000000000145e-01,2.761186730748237637e-03,2.761186730748237839e+00
7.326000000000000000e+03,3.663500000000000090e-01,2.730359668266232626e-03,2.730359668266232553e+00
7.327000000000000000e+03,3.664000000000000035e-01,2.700364956724134614e-03,2.700364956724134569e+00
7.328000000000000000e+03,3.664499999999999980e-01,2.691623721191719817e-03,2.691623721191719998e+00
7.329000000000000000e+03,3.664999999999999925e-01,2.709748554770571166e-03,2.709748554770571083e+00
7.330000000000000000e+03,3.665499999999999869e-01,2.713182955932375105e-03,2.713182955932375240e+00
7.331000000000000000e+03,3.666000000000000369e-01,2.709931274179213246e-03,2.709931274179213201e+00
7.332000000000000000e+03,3.666500000000000314e-01,2.685922547435007357e-03,2.685922547435007246e+00
7.333000000000000000e+03,3.667000000000000259e-01,2.614108897989438855e-03,2.614108897989438685e+00
7.334000000000000000e+03,3.667500000000000204e-01,2.601581833951184964e-03,2.601581833951184919e+00
7.335000000000000000e+03,3.668000000000000149e-01,2.596450879473041849e-03,2.596450879473041873e+00
7.336000000000000000e+03,3.668500000000000094e-01,2.600402400278928848e-03,2.600402400278928994e+00
7.337000000000000000e+03,3.669000000000000039e-01,2.590726266833081898e-03,2.590726266833081937e+00
7.338000000000000000e+03,3.669499999999999984e-01,2.596774023570716169e-03,2.596774023570715961e+00
7.339000000000000000e+03,3.669999999999999929e-01,2.586454503466761954e-03,2.586454503466761867e+00
7.340000000000000000e+03,3.670499999999999874e-01,2.588173096373170331e-03,2.588173096373170168e+00
7.341000000000000000e+03,3.671000000000000374e-01,2.586243125833800199e-03,2.586243125833800338e+00
7.342000000000000000e+03,3.671500000000000319e-01,2.594177344963440653e-03,2.594177344963440657e+00
7.343000000000000000e+03,3.672000000000000264e-01,2.562383103623363037e-03,2.562383103623362857e+00
7.344000000000000000e+03,3.672500000000000209e-01,2.570001788097984585e-03,2.570001788097984630e+00
7.345000000000000000e+03,3.673000000000000154e-01,2.637997230796127000e-03,2.637997230796127024e+00
7.346000000000000000e+03,3.673500000000000099e-01,2.636460978631589153e-03,2.636460978631589125e+00
7.347000000000000000e+03,3.674000000000000044e-01,2.679094549778381160e-03,2.679094549778381129e+00
7.348000000000000000e+03,3.674499999999999988e-01,2.656153224191745103e-03,2.656153224191744933e+00
7.349000000000000000e+03,3.674999999999999933e-01,2.598806935225910983e-03,2.598806935225911108e+00
7.350000000000000000e+03,3.675499999999999878e-01,2.569793015533942092e-03,2.569793015533941904e+00
7.351000000000000000e+03,3.676000000000000378e-01,2.501765880152617434e-03,2.501765880152617250e+00
7.352000000000000000e+03,3.676500000000000323e-01,2.473367063472644862e-03,2.473367063472645011e+00
7.353000000000000000e+03,3.677000000000000268e-01,2.458504175938629795e-03,2.458504175938629910e+00
7.354000000000000000e+03,3.677500000000000213e-01,2.460075600334406254e-03,2.460075600334406420e+00
7.355000000000000000e+03,3.678000000000000158e-01,2.455436126349615309e-03,2.455436126349615389e+00
7.356000000000000000e+03,3.678500000000000103e-01,2.425541096111674417e-03,2.425541096111674566e+00
7.357000000000000000e+03,3.679000000000000048e-01,2.423395257532778152e-03,2.423395257532777958e+00
7.358000000000000000e+03,3.679499999999999993e-01,2.425841183844852297e-03,2.425841183844852367e+00
7.359000000000000000e+03,3.679999999999999938e-01,2.426971284642743826e-03,2.426971284642744031e+00
7.360000000000000000e+03,3.680499999999999883e-01,2.428058433607054641e-03,2.428058433607054756e+00
7.361000000000000000e+03,3.681000000000000383e-01,2.471013517622756926e-03,2.471013517622756783e+00
7.362000000000000000e+03,3.681500000000000328e-01,2.457942016075307171e-03,2.457942016075307379e+00
7.363000000000000000e+03,3.682000000000000273e-01,2.544377008447743383e-03,2.544377008447743282e+00
7.364000000000000000e+03,3.682500000000000218e-01,2.546055997165693526e-03,2.546055997165693530e+00
7.365000000000000000e+03,3.683000000000000163e-01,2.335071918083581142e-03,2.335071918083581277e+00
7.366000000000000000e+03,3.683500000000000107e-01,2.378168703814738209e-03,2.378168703814738105e+00
7.367000000000000000e+03,3.684000000000000052e-01,2.427335115015529735e-03,2.427335115015529787e+00
7.368000000000000000e+03,3.684499999999999997e-01,2.480842809392033461e-03,2.480842809392033388e+00
7.369000000000000000e+03,3.684999999999999942e-01,2.446351659239262826e-03,2.446351659239262677e+00
7.370000000000000000e+03,3.685499999999999887e-01,2.501987471060488147e-03,2.501987471060488133e+00
7.371000000000000000e+03,3.686000000000000387e-01,2.497360214580827183e-03,2.497360214580827353e+00
7.372000000000000000e+03,3.686500000000000332e-01,2.427042986597038356e-03,2.427042986597038432e+00
7.373000000000000000e+03,3.687000000000000277e-01,2.421096769033666794e-03,2.421096769033666884e+00
7.374000000000000000e+03,3.687500000000000222e-01,2.407176945492344594e-03,2.407176945492344622e+00
7.375000000000000000e+03,3.688000000000000167e-01,2.404664741573411986e-03,2.404664741573411924e+00
7.376000000000000000e+03,3.688500000000000112e-01,2.397272970823949214e-03,2.397272970823949301e+00
7.377000000000000000e+03,3.689000000000000057e-01,2.400080721282899909e-03,2.400080721282900065e+00
7.378000000000000000e+03,3.689500000000000002e-01,2.399850953360752569e-03,2.399850953360752381e+00
7.379000000000000000e+03,3.689999999999999947e-01,2.437299175789480171e-03,2.437299175789480188e+00
7.380000000000000000e+03,3.690499999999999892e-01,2.460638444517948293e-03,2.460638444517948109e+00
7.381000000000000000e+03,3.691000000000000392e-01,2.460171008158567717e-03,2.460171008158567929e+00
7.382000000000000000e+03,3.691500000000000337e-01,2.460081449443254561e-03,2.460081449443254353e+00
7.383000000000000000e+03,3.692000000000000282e-01,2.459286030838744082e-03,2.459286030838744086e+00
7.384000000000000000e+03,3.692500000000000226e-01,2.460393332800772572e-03,2.460393332800772548e+00
7.385000000000000000e+03,3.693000000000000171e-01,2.491444723907895644e-03,2.491444723907895842e+00
7.386000000000000000e+03,3.693500000000000116e-01,2.471369107218769189e-03,2.471369107218769123e+00
7.387000000000000000e+03,3.694000000000000061e-01,2.475324840644915758e-03,2.475324840644915980e+00
7.388000000000000000e+03,3.694500000000000006e-01,2.474500225989045756e-03,2.474500225989045621e+00
7.389000000000000000e+03,3.694999999999999951e-01,2.462898428466596228e-03,2.462898428466596012e+00
7.390000000000000000e+03,3.695499999999999896e-01,2.465669246744235481e-03,2.465669246744235377e+00
7.391000000000000000e+03,3.696000000000000396e-01,2.466453293702967290e-03,2.466453293702967287e+00
7.392000000000000000e+03,3.696500000000000341e-01,2.464250781948402157e-03,2.464250781948402302e+00
7.393000000000000000e+03,3.697000000000000286e-01,2.443940803685529066e-03,2.443940803685529239e+00
7.394000000000000000e+03,3.697500000000000231e-01,2.450366519119875387e-03,2.450366519119875353e+00
7.395000000000000000e+03,3.698000000000000176e-01,2.428888345506793455e-03,2.428888345506793556e+00
7.396000000000000000e+03,3.698500000000000121e-01,2.479341788543685567e-03,2.479341788543685698e+00
7.397000000000000000e+03,3.699000000000000066e-01,2.515330255684732584e-03,2.515330255684732563e+00
7.398000000000000000e+03,3.699500000000000011e-01,2.496150722236266384e-03,2.496150722236266439e+00
7.399000000000000000e+03,3.699999999999999956e-01,2.492974666032004519e-03,2.492974666032004460e+00
7.400000000000000000e+03,3.700499999999999901e-01,2.480489707992086616e-03,2.480489707992086679e+00
7.401000000000000000e+03,3.700999999999999845e-01,2.475648936688659360e-03,2.475648936688659152e+00
7.402000000000000000e+03,3.701500000000000346e-01,2.460715689344405814e-03,2.460715689344405988e+00
7.403000000000000000e+03,3.702000000000000290e-01,2.472106397979284900e-03,2.472106397979284775e+00
7.404000000000000000e+03,3.702500000000000235e-01,2.448185231626306968e-03,2.448185231626307079e+00
7.405000000000000000e+03,3.703000000000000180e-01,2.445273502467255715e-03,2.445273502467255611e+00
7.406000000000000000e+03,3.703500000000000125e-01,2.441678051076453040e-03,2.441678051076452860e+00
7.407000000000000000e+03,3.704000000000000070e-01,2.433089275615488156e-03,2.433089275615488045e+00
7.408000000000000000e+03,3.704500000000000015e-01,2.432024497140968661e-03,2.432024497140968577e+00
7.409000000000000000e+03,3.704999999999999960e-01,2.424182755885141358e-03,2.424182755885141205e+00
7.410000000000000000e+03,3.705499999999999905e-01,2.414440237218587124e-03,2.414440237218586915e+00
7.411000000000000000e+03,3.705999999999999850e-01,2.401195958807952804e-03,2.401195958807953001e+00
7.412000000000000000e+03,3.706500000000000350e-01,2.391428083577794555e-03,2.391428083577794350e+00
7.413000000000000000e+03,3.707000000000000295e-01,2.344163580220738445e-03,2.344163580220738563e+00
7.414000000000000000e+03,3.707500000000000240e-01,2.337705594497763769e-03,2.337705594497763606e+00
7.415000000000000000e+03,3.708000000000000185e-01,2.310830016073611454e-03,2.310830016073611493e+00
7.416000000000000000e+03,3.708500000000000130e-01,2.306041423891082385e-03,2.306041423891082243e+00
7.417000000000000000e+03,3.709000000000000075e-01,2.303114204181889047e-03,2.303114204181889058e+00
7.418000000000000000e+03,3.709500000000000020e-01,2.285939265486099971e-03,2.285939265486100158e+00
7.419000000000000000e+03,3.709999999999999964e-01,2.305684748427840654e-03,2.305684748427840436e+00
7.420000000000000000e+03,3.710499999999999909e-01,2.303318650212526561e-03,2.303318650212526464e+00
7.421000000000000000e+03,3.710999999999999854e-01,2.293047551157112451e-03,2.293047551157112451e+00
7.422000000000000000e+03,3.711500000000000354e-01,2.301166066233957877e-03,2.301166066233957697e+00
7.423000000000000000e+03,3.712000000000000299e-01,2.302485242331655992e-03,2.302485242331655968e+00
7.424000000000000000e+03,3.712500000000000244e-01,2.363489272395314506e-03,2.363489272395314700e+00
7.425000000000000000e+03,3.713000000000000189e-01,2.361149110201922561e-03,2.361149110201922419e+00
7.426000000000000000e+03,3.713500000000000134e-01,2.413296051805524384e-03,2.413296051805524201e+00
7.427000000000000000e+03,3.714000000000000079e-01,2.456198290283265889e-03,2.456198290283265973e+00
7.428000000000000000e+03,3.714500000000000024e-01,2.450355020483316413e-03,2.450355020483316437e+00
7.429000000000000000e+03,3.714999999999999969e-01,2.452445963302995243e-03,2.452445963302995136e+00
7.430000000000000000e+03,3.715499999999999914e-01,2.446750313230116030e-03,2.446750313230115825e+00
7.431000000000000000e+03,3.715999999999999859e-01,2.435585113367939696e-03,2.435585113367939591e+00
7.432000000000000000e+03,3.716500000000000359e-01,2.431735469807288098e-03,2.431735469807287942e+00
7.433000000000000000e+03,3.717000000000000304e-01,2.435720170180032552e-03,2.435720170180032618e+00
7.434000000000000000e+03,3.717500000000000249e-01,2.435707518469649654e-03,2.435707518469649724e+00
7.435000000000000000e+03,3.718000000000000194e-01,2.428800905897224045e-03,2.428800905897224194e+00
7.436000000000000000e+03,3.718500000000000139e-01,2.399488114675616627e-03,2.399488114675616846e+00
7.437000000000000000e+03,3.719000000000000083e-01,2.439170522951214070e-03,2.439170522951214171e+00
7.438000000000000000e+03,3.719500000000000028e-01,2.426997149228961401e-03,2.426997149228961259e+00
7.439000000000000000e+03,3.719999999999999973e-01,2.458240480223068333e-03,2.458240480223068403e+00
7.440000000000000000e+03,3.720499999999999918e-01,2.462696457953474083e-03,2.462696457953474027e+00
7.441000000000000000e+03,3.720999999999999863e-01,2.395474146797785600e-03,2.395474146797785586e+00
7.442000000000000000e+03,3.721500000000000363e-01,2.371215140129398404e-03,2.371215140129398602e+00
7.443000000000000000e+03,3.722000000000000308e-01,2.405100663254629897e-03,2.405100663254629900e+00
7.444000000000000000e+03,3.722500000000000253e-01,2.407073523399188165e-03,2.407073523399188009e+00
7.445000000000000000e+03,3.723000000000000198e-01,2.476744637655439642e-03,2.476744637655439618e+00
7.446000000000000000e+03,3.723500000000000143e-01,2.480073303834962571e-03,2.480073303834962495e+00
7.447000000000000000e+03,3.724000000000000088e-01,2.403635930074680353e-03,2.403635930074680349e+00
7.448000000000000000e+03,3.724500000000000033e-01,2.470512366035919685e-03,2.470512366035919616e+00
7.449000000000000000e+03,3.724999999999999978e-01,2.401283480978182346e-03,2.401283480978182450e+00
7.450000000000000000e+03,3.725499999999999923e-01,2.525360315439649592e-03,2.525360315439649561e+00
7.451000000000000000e+03,3.725999999999999868e-01,2.520220990611995310e-03,2.520220990611995227e+00
7.452000000000000000e+03,3.726500000000000368e-01,2.515297077478152038e-03,2.515297077478152232e+00
7.453000000000000000e+03,3.727000000000000313e-01,2.552396678612086408e-03,2.552396678612086411e+00
7.454000000000000000e+03,3.727500000000000258e-01,2.557772186859268333e-03,2.557772186859268437e+00
7.455000000000000000e+03,3.728000000000000203e-01,2.559035060650135824e-03,2.559035060650135751e+00
7.456000000000000000e+03,3.728500000000000147e-01,2.563334481434390629e-03,2.563334481434390799e+00
7.457000000000000000e+03,3.729000000000000092e-01,2.570724893024661090e-03,2.570724893024661117e+00
7.458000000000000000e+03,3.729500000000000037e-01,2.561340118499825895e-03,2.561340118499825902e+00
7.459000000000000000e+03,3.729999999999999982e-01,2.564955684755605356e-03,2.564955684755605425e+00
7.460000000000000000e+03,3.730499999999999927e-01,2.566797878656421929e-03,2.566797878656422061e+00
7.461000000000000000e+03,3.730999999999999872e-01,2.568437383826652990e-03,2.568437383826652987e+00
7.462000000000000000e+03,3.731500000000000372e-01,2.571814613637931225e-03,2.571814613637931402e+00
7.463000000000000000e+03,3.732000000000000317e-01,2.614930007797023996e-03,2.614930007797024114e+00
7.464000000000000000e+03,3.732500000000000262e-01,2.639760534342674818e-03,2.639760534342674880e+00
7.465000000000000000e+03,3.733000000000000207e-01,2.606594635070401487e-03,2.606594635070401456e+00
7.466000000000000000e+03,3.733500000000000152e-01,2.603641473824417924e-03,2.603641473824418018e+00
7.467000000000000000e+03,3.734000000000000097e-01,2.607374967816609383e-03,2.607374967816609601e+00
7.468000000000000000e+03,3.734500000000000042e-01,2.602502423106301324e-03,2.602502423106301421e+00
7.469000000000000000e+03,3.734999999999999987e-01,2.602156369885822058e-03,2.602156369885821885e+00
7.470000000000000000e+03,3.735499999999999932e-01,2.614708930646488134e-03,2.614708930646488128e+00
7.471000000000000000e+03,3.735999999999999877e-01,2.625869253233951896e-03,2.625869253233951817e+00
7.472000000000000000e+03,3.736500000000000377e-01,2.622146230761207564e-03,2.622146230761207342e+00
7.473000000000000000e+03,3.737000000000000322e-01,2.620536612699637252e-03,2.620536612699637224e+00
7.474000000000000000e+03,3.737500000000000266e-01,2.614950987106463409e-03,2.614950987106463565e+00
7.475000000000000000e+03,3.738000000000000211e-01,2.654828664943423809e-03,2.654828664943423622e+00
7.476000000000000000e+03,3.738500000000000156e-01,2.654919452845435571e-03,2.654919452845435401e+00
7.477000000000000000e+03,3.739000000000000101e-01,2.657140500492220694e-03,2.657140500492220614e+00
7.478000000000000000e+03,3.739500000000000046e-01,2.654138504040192293e-03,2.654138504040192359e+00
7.479000000000000000e+03,3.739999999999999991e-01,2.668727767161811152e-03,2.668727767161811038e+00
7.480000000000000000e+03,3.740499999999999936e-01,2.658203939347707299e-03,2.658203939347707490e+00
7.481000000000000000e+03,3.740999999999999881e-01,2.584373160232209497e-03,2.584373160232209532e+00
7.482000000000000000e+03,3.741500000000000381e-01,2.572336238547240275e-03,2.572336238547240139e+00
7.483000000000000000e+03,3.742000000000000326e-01,2.567858223924717864e-03,2.567858223924718075e+00
7.484000000000000000e+03,3.742500000000000271e-01,2.567040170304343578e-03,2.567040170304343505e+00
7.485000000000000000e+03,3.743000000000000216e-01,2.549689829270143388e-03,2.549689829270143537e+00
7.486000000000000000e+03,3.743500000000000161e-01,2.545886949653535739e-03,2.545886949653535680e+00
7.487000000000000000e+03,3.744000000000000106e-01,2.547033889209141411e-03,2.547033889209141311e+00
7.488000000000000000e+03,3.744500000000000051e-01,2.572003761094785075e-03,2.572003761094785013e+00
7.489000000000000000e+03,3.744999999999999996e-01,2.575834745247837336e-03,2.575834745247837176e+00
7.490000000000000000e+03,3.745499999999999940e-01,2.558091219043826230e-03,2.558091219043826303e+00
7.491000000000000000e+03,3.745999999999999885e-01,2.556193155179255737e-03,2.556193155179255605e+00
7.492000000000000000e+03,3.746500000000000385e-01,2.550264461903669830e-03,2.550264461903669844e+00
7.493000000000000000e+03,3.747000000000000330e-01,2.544290133760949198e-03,2.544290133760949146e+00
7.494000000000000000e+03,3.747500000000000275e-01,2.513289369964932535e-03,2.513289369964932352e+00
7.495000000000000000e+03,3.748000000000000220e-01,2.561547627841225146e-03,2.561547627841225250e+00
7.496000000000000000e+03,3.748500000000000165e-01,2.567462116842128810e-03,2.567462116842128772e+00
7.497000000000000000e+03,3.749000000000000110e-01,2.558145940557759665e-03,2.558145940557759790e+00
7.498000000000000000e+03,3.749500000000000055e-01,2.552198789080553382e-03,2.552198789080553532e+00
7.499000000000000000e+03,3.750000000000000000e-01,2.560815305680784210e-03,2.560815305680784082e+00
7.500000000000000000e+03,3.750499999999999945e-01,2.584638646136705117e-03,2.584638646136705020e+00
7.501000000000000000e+03,3.750999999999999890e-01,2.574168616376417296e-03,2.574168616376417251e+00
7.502000000000000000e+03,3.751500000000000390e-01,2.559177534267204849e-03,2.559177534267204734e+00
7.503000000000000000e+03,3.752000000000000335e-01,2.558260561226723215e-03,2.558260561226723073e+00
7.504000000000000000e+03,3.752500000000000280e-01,2.538144829202011732e-03,2.538144829202011898e+00
7.505000000000000000e+03,3.753000000000000225e-01,2.530856240993338297e-03,2.530856240993338169e+00
7.506000000000000000e+03,3.753500000000000170e-01,2.505012806588931967e-03,2.505012806588931884e+00
7.507000000000000000e+03,3.754000000000000115e-01,2.521671788820055351e-03,2.521671788820055493e+00
7.508000000000000000e+03,3.754500000000000060e-01,2.514962947968269781e-03,2.514962947968269802e+00
7.509000000000000000e+03,3.755000000000000004e-01,2.507764134011627316e-03,2.507764134011627455e+00
7.510000000000000000e+03,3.755499999999999949e-01,2.477347597739128129e-03,2.477347597739127938e+00
7.511000000000000000e+03,3.755999999999999894e-01,2.451351682977324486e-03,2.451351682977324309e+00
7.512000000000000000e+03,3.756500000000000394e-01,2.454572378293231726e-03,2.454572378293231605e+00
7.513000000000000000e+03,3.757000000000000339e-01,2.444395590152626668e-03,2.444395590152626863e+00
